name,state,latitude,longitude,population
Agawome,MA,42.10148,-72.58981,154341
Agency,IA,40.99502,-92.30685,641
Agency,MO,39.64472,-94.73996,672
Agoura,CA,34.14306,-118.73787,20537
Agoura Hills,CA,34.13639,-118.77453,20915
Agua Caliente,CA,38.32408,-122.48804,27090
Agua Dulce,CA,34.49638,-118.32563,3342
Agua Dulce,TX,31.65511,-106.13887,3014
Agua Fria,NM,35.65448,-106.02224,2800
Aguanga,CA,33.44281,-116.86502,1128
Aguila,AZ,33.94281,-113.17408,798
Ahoskie,NC,36.28682,-76.98468,4910
Ahtanum,WA,46.55957,-120.62201,3601
Ahwahnee,CA,37.36550,-119.72627,2246
Ahwatukee Foothills,AZ,33.34171,-111.98403,83464
Aiken,SC,33.56042,-81.71955,30604
Ailey,GA,32.18740,-82.56569,552
Aina Haina,HI,21.28194,-157.75250,3558
Aina Haina-Hawaii Loa Ridge,HI,21.29139,-157.75578,3608
Ainaloa,HI,19.52694,-154.99306,2965
Ainsworth,IA,41.28891,-91.55238,571
Ainsworth,NE,42.55000,-99.86262,1626
Air Force Academy,CO,38.99425,-104.86375,6680
Airmont,NY,41.10093,-74.11625,8891
Airport,HI,21.33990,-157.92845,28916
Airport Drive,MO,37.14256,-94.51078,844
Airville,PA,39.83232,-76.40635,3100
Airway Heights,WA,47.64461,-117.59327,6639
Aitkin,MN,46.53301,-93.71025,2053
Ajo,AZ,32.37172,-112.86071,3304
Ak-Chin Village,AZ,33.02838,-112.08764,862
Akiachak,AK,60.90944,-161.43139,627
Aklakhoma-Sici,OK,35.46756,-97.51643,681054
Akron,CO,40.16054,-103.21438,1724
Akron,IA,42.82888,-96.55948,1450
Akron,IN,41.03838,-86.02805,1133
Akron,NY,43.02089,-78.49530,2845
Akron,OH,41.08144,-81.51901,197542
Akron,PA,40.15676,-76.20217,3993
Akron City,OH,41.08144,-81.51901,197542
Akrona,OH,41.08144,-81.51901,197542
Akronas,OH,41.08144,-81.51901,197542
Akrono,OH,41.08144,-81.51901,197542
Akrun,OH,41.08144,-81.51901,197542
Akutan,AK,54.13430,-165.77515,1040
Al'bukerke,NM,35.08449,-106.65114,564559
Ala Moana,HI,21.29201,-157.84276,5579
Ala Moana - Kaka'ako,HI,21.29649,-157.85671,18957
Ala Moana - Kakaʻako,HI,21.29649,-157.85671,18957
Alabama,NY,43.09645,-78.39086,1818
Alabaster,AL,33.24428,-86.81638,32707
Alachua,FL,29.75163,-82.42483,9757
Alafaya,FL,28.56410,-81.21140,78113
Alakanuk,AK,62.68889,-164.61528,735
Alamance,NC,36.03514,-79.48585,991
Alameda,CA,37.77099,-122.26087,78630
Alamo,CA,37.85020,-122.03218,14570
Alamo,GA,32.14712,-82.77792,3330
Alamo,NM,34.42089,-107.51088,1085
Alamo,NV,37.36496,-115.16446,1080
Alamo,TN,35.78479,-89.11729,2487
Alamo,TX,26.18369,-98.12306,19246
Alamo Heights,TX,29.48495,-98.46585,8038
Alamogordo,NM,32.89953,-105.96027,30753
Alamosa,CO,37.46945,-105.87002,9819
Alamosa East,CO,37.47735,-105.84217,1458
Alanson,MI,45.44418,-84.78671,746
Alapaha,GA,31.38520,-83.22293,656
Alashikash,WA,45.63873,-122.66149,196442
Alaska City,AK,61.21806,-149.90028,289600
Alba,MO,37.23839,-94.41745,539
Alba,TX,32.79290,-95.63440,510
Albakerki,NM,35.08449,-106.65114,564559
Albakrki,NM,35.08449,-106.65114,564559
Albania,NY,42.65258,-73.75623,101228
Albanija,NY,42.65258,-73.75623,101228
Albany,CA,37.88687,-122.29775,19735
Albany,GA,31.57851,-84.15574,74843
Albany,IL,41.78947,-90.21929,890
Albany,IN,40.30088,-85.24191,2119
Albany,KY,36.69090,-85.13468,2012
Albany,LA,30.50436,-90.58231,1104
Albany,MN,45.62996,-94.57000,2647
Albany,MO,39.22334,-94.11328,1791
Albany,NH,43.95785,-71.16757,697
Albany,NY,42.65258,-73.75623,101228
Albany,OH,39.22757,-82.20237,905
Albany,OR,44.63651,-123.10593,52175
Albany,TX,32.72345,-99.29730,2014
Albany,WI,42.70778,-89.43706,1018
Albany Park,IL,41.96836,-87.72339,52079
Albany i New York,NY,42.65258,-73.75623,101228
Albany on Niwum Eoforwice,NY,42.65258,-73.75623,101228
Albemarle,NC,35.35014,-80.20006,16003
Albers,IL,38.54338,-89.61231,1174
Albert City,IA,42.78192,-94.94860,688
Albert Lea,MN,43.64801,-93.36827,17674
Albertson,NY,40.77343,-73.64318,5182
Albertville,AL,34.26783,-86.20878,21462
Albertville,MN,45.23774,-93.65441,7345
Albia,IA,41.02667,-92.80575,3829
Albion,IL,38.37755,-88.05615,1932
Albion,IN,41.39560,-85.42442,2325
Albion,ME,44.53229,-69.44254,2023
Albion,MI,42.24310,-84.75303,8229
Albion,NE,41.69084,-98.00367,1589
Albion,NY,43.24645,-78.19363,5998
Albion,PA,40.95895,-78.94698,1553
Albion,WA,46.79100,-117.25045,578
Albjukuehrokju,NM,35.08449,-106.65114,564559
Albukerke,NM,35.08449,-106.65114,564559
Albukerki,NM,35.08449,-106.65114,564559
Albukerko,NM,35.08449,-106.65114,564559
Albukwer kwe,NM,35.08449,-106.65114,564559
Albuquerque,NM,35.08449,-106.65114,564559
Alburgh,VT,44.97504,-73.30013,0
Alburnett,IA,42.14833,-91.61851,695
Alburquerque,NM,35.08449,-106.65114,564559
Alburtis,PA,40.51093,-75.60297,2519
Alcester,SD,43.02138,-96.63087,761
Alcoa,TN,35.78953,-83.97379,9316
Alda,NE,40.87112,-98.46812,655
Aldan,PA,39.92150,-75.28796,4165
Alden,IA,42.52026,-93.37604,764
Alden,MN,43.67023,-93.57605,646
Alden,NY,42.90006,-78.49197,2589
Alderson,WV,37.72595,-80.64202,1182
Alderton,WA,47.16955,-122.22928,2893
Alderwood Manor,WA,47.80800,-122.26100,8442
Aldine,TX,29.93245,-95.38021,15869
Aledo,IL,41.19976,-90.74931,3564
Aledo,TX,32.69596,-97.60225,3412
Aleksandri,VA,38.80484,-77.04692,159467
Aleksandrija,VA,38.80484,-77.04692,159467
Alentaun,PA,40.60843,-75.49018,120207
Alentaunas,PA,40.60843,-75.49018,120207
Alentauno,PA,40.60843,-75.49018,120207
Alex,OK,34.91479,-97.77865,554
Alexander,AR,34.62954,-92.44127,2848
Alexander,ME,45.08869,-67.46833,534
Alexander,ND,47.84308,-103.64270,252
Alexander City,AL,32.94401,-85.95385,14718
Alexander Mills,NC,35.31068,-81.85871,661
Alexandria,AL,33.77399,-85.88552,3917
Alexandria,IN,40.26282,-85.67581,5047
Alexandria,KY,38.95951,-84.38799,9009
Alexandria,LA,31.31129,-92.44514,47889
Alexandria,MN,45.88524,-95.37754,11843
Alexandria,MO,40.35949,-91.45543,153
Alexandria,NH,43.61146,-71.79286,1415
Alexandria,OH,40.08895,-82.61239,523
Alexandria,PA,40.55646,-78.09778,330
Alexandria,SD,43.65359,-97.78285,623
Alexandria,TN,36.07756,-86.03332,976
Alexandria,VA,38.80484,-77.04692,159467
Alexandria Bay,NY,44.33588,-75.91773,1097
Alexandria City,VA,38.80484,-77.04692,159467
Alexis,IL,41.06337,-90.55597,809
Alfred,ME,43.47647,-70.71839,2596
Alfred,NY,42.25424,-77.79055,4061
Alger,OH,40.70616,-83.84383,845
Algodones,NM,35.38059,-106.47919,814
Algoma,MS,34.17622,-89.03117,602
Algoma,WI,44.60889,-87.43259,3094
Algona,IA,43.06997,-94.23302,5470
Algona,WA,47.27899,-122.25206,3144
Algonac,MI,42.61858,-82.53230,4055
Algonquin,IL,42.16558,-88.29425,30571
Algonquin,MD,38.58290,-76.10577,1241
Algood,TN,36.19589,-85.44858,3725
Alhambra,AZ,33.49838,-112.13432,127764
Alhambra,CA,34.09529,-118.12701,85551
Alhambra,IL,38.88838,-89.73148,661
Alhambra Village,AZ,33.49838,-112.13432,127764
Aliamanu / Salt Lakes / Foster Village,HI,21.36022,-157.91838,38833
Aliamanu Makai,HI,21.35867,-157.91917,2374
Aliamanu Mauka,HI,21.35993,-157.90666,1047
Alice,TX,27.75225,-98.06972,19408
Aliceville,AL,33.12957,-88.15142,2381
Alief,TX,29.71106,-95.59633,98725
Aliquippa,PA,40.63673,-80.24006,9197
Aliso Viejo,CA,33.56504,-117.72712,50195
Alkali City,CA,35.37329,-119.01871,373640
Allapattah,FL,25.81454,-80.22394,54289
Allardt,TN,36.38090,-84.88439,631
Allegan,MI,42.52920,-85.85530,5071
Allegany,NY,42.09006,-78.49419,1738
Allegheny,PA,40.44062,-79.99589,304391
Allegheny West,PA,40.00845,-75.17796,14249
Alleghenyville,PA,40.23426,-75.98855,1134
Allen,OK,34.87898,-96.41251,935
Allen,TX,33.10317,-96.67055,98143
Allen Lane,PA,40.05650,-75.19740,3895
Allen Park,MI,42.25754,-83.21104,27425
Allendale,CA,38.44463,-121.94302,1506
Allendale,MD,39.28993,-76.68154,2974
Allendale,MI,42.97225,-85.95365,17579
Allendale,NJ,41.04149,-74.12903,6822
Allendale,SC,33.00793,-81.30844,3126
Allenhurst,GA,31.78410,-81.60761,665
Allenport,PA,40.37369,-77.87000,648
Allenschteddel,PA,40.60843,-75.49018,120207
Allenspark,CO,40.19443,-105.52555,528
Allensville,PA,40.53591,-77.81694,503
Allentaun,PA,40.60843,-75.49018,120207
Allenton,WI,43.42055,-88.34093,823
Allentoun,PA,40.60843,-75.49018,120207
Allentown,FL,30.76269,-87.04219,894
Allentown,NJ,40.17789,-74.58349,1825
Allentown,PA,40.60843,-75.49018,120207
Allenwood,NJ,40.14150,-74.09986,925
Allexandria,VA,38.80484,-77.04692,159467
Allgood,AL,33.91204,-86.50943,628
Alliance,NC,35.14489,-76.80216,749
Alliance,NE,42.10163,-102.87215,8522
Alliance,OH,40.91534,-81.10593,22055
Allison,IA,42.75275,-92.79519,1029
Allison,PA,39.98896,-79.86477,625
Allison Park,PA,40.55951,-79.95867,21552
Allouez,WI,44.47749,-88.01621,13930
Alloway,NJ,39.56095,-75.36242,1402
Allston,MA,42.35843,-71.12589,28821
Allston/Brighton,MA,42.35569,-71.14231,4185
Allyn,WA,47.38565,-122.82764,1963
Alma,AR,35.47787,-94.22188,5575
Alma,GA,31.53937,-82.46236,3536
Alma,KS,39.01667,-96.28916,802
Alma,MI,43.37892,-84.65973,9193
Alma,NE,40.09751,-99.36204,1146
Alma,NY,42.01257,-78.05778,847
Alma,WI,44.31997,-91.91488,748
Almedia,PA,41.01453,-76.38105,1078
Almena,WI,45.41690,-92.03296,663
Almont,MI,42.92058,-83.04493,2723
Almpoukerki,NM,35.08449,-106.65114,564559
Alna,ME,44.10619,-69.60366,702
Aloha,OR,45.49428,-122.86705,49425
Alondra Park,CA,33.88946,-118.33091,8592
Alorton,IL,38.58977,-90.12011,1933
Alpaugh,CA,35.88773,-119.48734,1026
Alpena,MI,45.06168,-83.43275,10175
Alpha,IL,41.19170,-90.38013,648
Alpha,NJ,40.66704,-75.15740,2303
Alpharetta,GA,34.07538,-84.29409,63693
Alpine,CA,32.83505,-116.76641,14236
Alpine,NJ,40.95593,-73.93125,1917
Alpine,TX,30.35862,-103.66206,5952
Alpine,UT,40.45328,-111.77799,10235
Alpine,WY,43.16353,-111.01802,850
Alsip,IL,41.66892,-87.73866,19346
Alstead,NH,43.14897,-72.36064,2071
Alta,CA,39.20657,-120.81133,610
Alta,IA,42.67359,-95.29055,1883
Alta Sierra,CA,35.73126,-118.55390,7047
Altadena,CA,34.18973,-118.13118,42777
Altamont,IL,39.06199,-88.74811,2308
Altamont,KS,37.19034,-95.29719,1047
Altamont,NY,42.70063,-74.03374,1720
Altamont,OR,42.20681,-121.73722,19257
Altamont,PA,40.78620,-76.22494,602
Altamont,TN,35.42952,-85.72303,1027
Altamonte Springs,FL,28.66111,-81.36562,43159
Altavista,VA,37.11181,-79.28558,3474
Altha,FL,30.57047,-85.12714,529
Altheimer,AR,34.31926,-91.84736,894
Alto,CA,37.90437,-122.52553,711
Alto,GA,34.46732,-83.57378,1167
Alto,TX,31.65045,-95.07272,1223
Alto,WI,43.67665,-88.79511,1048
Alto Bonito,TX,26.30757,-98.64030,569
Alto Bonito Colonia,TX,26.30424,-98.64030,624
Alton,IA,42.98749,-96.01057,1264
Alton,IL,38.89060,-90.18428,27003
Alton,ME,45.03145,-68.72865,848
Alton,MO,36.69423,-91.39930,877
Alton,NH,43.45230,-71.21757,501
Alton,TX,26.28729,-98.31335,15760
Alton North (historical),TX,26.29535,-98.30446,5541
Altona,CO,40.13387,-105.28277,501
Altona,IL,41.11476,-90.16456,511
Altona,NY,44.88837,-73.65570,730
Altoona,AL,34.02621,-86.32609,924
Altoona,IA,41.64416,-93.46466,16984
Altoona,PA,40.51868,-78.39474,45344
Altoona,WI,44.80468,-91.44321,7321
Alturas,CA,41.48714,-120.54349,2594
Alturas,FL,27.87169,-81.71508,4185
Altus,AR,35.44620,-93.76242,730
Altus,OK,34.63813,-99.33398,19214
Alum Creek,WV,38.28676,-81.80513,1749
Alum Rock,CA,37.36605,-121.82718,15536
Aluntaun,PA,40.60843,-75.49018,120207
Alva,FL,26.71562,-81.61008,2596
Alva,OK,36.80499,-98.66718,5180
Alvada,OH,41.05033,-83.40187,0
Alvarado,TX,32.40653,-97.21168,4015
Alvin,TX,29.42385,-95.24410,25791
Alvord,TX,33.35845,-97.69475,1403
Ama,LA,29.95215,-90.29647,1316
Amagansett,NY,40.97371,-72.14369,1165
Amalga,UT,41.86104,-111.89578,514
Amanda,OH,39.64951,-82.74434,747
Amarilas,TX,35.22200,-101.83130,198645
Amarillo,TX,35.22200,-101.83130,198645
Amarilo,TX,35.22200,-101.83130,198645
Amarilyo,TX,35.22200,-101.83130,198645
Amberley,OH,39.20478,-84.42800,3591
Ambler,PA,40.15455,-75.22157,6505
Amboy,IL,41.71420,-89.32871,2356
Amboy,MN,43.88801,-94.15663,522
Amboy,WA,45.91011,-122.44649,1608
Ambridge,PA,40.58923,-80.22506,6859
Amelia,LA,29.66632,-91.10204,2459
Amelia,OH,39.02840,-84.21771,4932
Amelia Court House,VA,37.34293,-77.98056,1099
Amenia,NY,41.84926,-73.55679,955
American Canyon,CA,38.17492,-122.26080,20554
American Falls,ID,42.78602,-112.85444,4321
American Fork,UT,40.37690,-111.79576,28326
Americus,GA,32.07239,-84.23269,16028
Americus,KS,38.50696,-96.26194,884
Amery,WI,45.30691,-92.36214,2834
Ames,IA,42.03471,-93.61994,65060
Ames,TX,31.52099,-97.77947,1171
Ames Lake,WA,47.63288,-121.96623,1486
Amesbury,MA,42.85842,-70.93005,18313
Amesti,CA,36.96356,-121.77912,3478
Amherst,MA,42.36723,-72.51852,39833
Amherst,NH,42.86147,-71.62535,613
Amherst,NY,42.97839,-78.79976,122366
Amherst,OH,41.39782,-82.22238,12135
Amherst,TX,34.01037,-102.41546,683
Amherst,VA,37.58514,-79.05141,2210
Amherst,WI,44.45081,-89.28484,1038
Amherst Center,MA,42.37537,-72.51925,19065
Amite,LA,30.72657,-90.50898,4640
Amity,AR,34.26482,-93.46102,702
Amity,OR,45.11567,-123.20733,1641
Amity Gardens,PA,40.27426,-75.73519,3402
Amityville,NY,40.67899,-73.41707,9486
Amkherst,NY,42.97839,-78.79976,122366
Ammon,ID,43.46964,-111.96664,14960
Amory,MS,33.98428,-88.48810,7067
Amsterdam,NY,42.93869,-74.18819,18008
Amsterdam,OH,39.95757,-82.37821,549
An Arboras,MI,42.27756,-83.74088,117070
An Arbur,MI,42.27756,-83.74088,117070
An'koreitz,AK,61.21806,-149.90028,289600
Anachaim,CA,33.83529,-117.91450,350742
Anacoco,LA,31.25213,-93.34128,845
Anaconda,MT,46.12854,-112.94226,9417
Anacortes,WA,48.51260,-122.61267,18103
Anacostia,DC,38.86650,-76.98386,11789
Anadarko,OK,35.07256,-98.24366,6717
Anahaima,CA,33.83529,-117.91450,350742
Anahaym,CA,33.83529,-117.91450,350742
Anaheim,CA,33.83529,-117.91450,350742
Anaheimas,CA,33.83529,-117.91450,350742
Anahola,HI,22.14226,-159.31388,2223
Anahuac,TX,29.77300,-94.68270,2324
Anakhajm,CA,33.83529,-117.91450,350742
Anamosa,IA,42.10834,-91.28516,5469
Anchor Point,AK,59.77667,-151.83139,1930
Anchorage,AK,61.21806,-149.90028,289600
Anchorage,KY,38.26674,-85.53302,2420
Ancient Oaks,PA,40.54732,-75.58935,6661
Ancoraria,AK,61.21806,-149.90028,289600
Andale,KS,37.79057,-97.62949,992
Andalusia,AL,31.30808,-86.48243,9063
Andalusia,IL,41.43920,-90.71764,1182
Anderson,CA,40.44821,-122.29778,10217
Anderson,IN,40.10532,-85.68025,55305
Anderson,MO,36.65063,-94.44355,1982
Anderson,SC,34.50344,-82.65013,27335
Anderson Mill,TX,30.45492,-97.80584,8744
Andersonville,OH,39.42784,-83.00963,779
Andorra,PA,40.07261,-75.23129,2619
Andover,FL,25.96843,-80.21283,9877
Andover,IL,41.29392,-90.29207,573
Andover,KS,37.71390,-97.13643,12745
Andover,MA,42.65843,-71.13700,8762
Andover,ME,44.63562,-70.75118,898
Andover,MN,45.23330,-93.29134,32213
Andover,NH,43.43702,-71.82341,2246
Andover,NJ,40.98593,-74.74211,581
Andover,NY,42.15646,-77.79555,1008
Andover,OH,41.60672,-80.57230,1119
Andrews,FL,29.53293,-82.88169,798
Andrews,IN,40.86254,-85.60165,1133
Andrews,NC,35.20175,-83.82407,1752
Andrews,SC,33.45128,-79.56090,2888
Andrews,TX,32.31872,-102.54572,13816
Andrews Air Force Base,MD,38.80531,-76.87460,2973
Aneth,UT,37.21611,-109.18706,501
Angel Fire,NM,36.39309,-105.28501,1122
Angelica,NY,42.30673,-78.01584,838
Angelopolis,CA,34.05223,-118.24368,3820914
Angels Camp,CA,38.06826,-120.53965,2677
Angier,NC,35.50710,-78.73918,4970
Angits,AK,61.21806,-149.90028,289600
Angleton,TX,29.16941,-95.43188,19429
Angola,IN,41.63477,-84.99941,8644
Angola,NY,42.63839,-79.02782,2114
Angola on the Lake,NY,42.65478,-79.04893,1675
Angora,PA,39.94400,-75.23768,6413
Anguilla,MS,32.97402,-90.82454,666
Angwin,CA,38.57574,-122.44998,3051
Aniak,AK,61.57833,-159.52222,528
Anilco,AR,34.74648,-92.28959,202591
Anita,IA,41.44526,-94.76470,956
Ankeny,IA,41.72971,-93.60577,56764
Ankoric,AK,61.21806,-149.90028,289600
Ankoridz,AK,61.21806,-149.90028,289600
Ankoridza,AK,61.21806,-149.90028,289600
Ankoridzas,AK,61.21806,-149.90028,289600
Ankoridzh,AK,61.21806,-149.90028,289600
Ankorigo,AK,61.21806,-149.90028,289600
Ankorij,AK,61.21806,-149.90028,289600
Ankorydzh,AK,61.21806,-149.90028,289600
Ankuridzh,AK,61.21806,-149.90028,289600
Anmoore,WV,39.25676,-80.29231,757
Ann Arbor,MI,42.27756,-83.74088,117070
Ann Armpor,MI,42.27756,-83.74088,117070
Ann-Arbor,MI,42.27756,-83.74088,117070
Anna,IL,37.46033,-89.24703,4321
Anna,OH,40.39449,-84.17272,1545
Anna,TX,33.34900,-96.54860,11463
Anna Maria,FL,27.53115,-82.73343,1669
Annabella,UT,38.70914,-112.05992,800
Annandale,MN,45.26274,-94.12443,3304
Annandale,NJ,40.64093,-74.88128,1695
Annandale,VA,38.83039,-77.19637,41008
Annapolis,MD,38.97859,-76.49184,40812
Annawan,IL,41.39726,-89.90455,858
Annetta,TX,32.70930,-97.67614,1442
Annetta North,TX,32.71930,-97.67586,573
Annetta South,TX,32.66819,-97.66058,558
Anniston,AL,33.65983,-85.83163,22347
Annville,KY,37.31925,-83.97048,1095
Annville,PA,40.32954,-76.51524,4767
Anoka,MN,45.19774,-93.38718,17350
Anorourou,HI,21.30694,-157.85833,350964
Anson,ME,44.79839,-69.88922,752
Anson,TX,32.75650,-99.89621,2334
Ansonia,CT,41.34621,-73.07900,18854
Ansonia,OH,40.21449,-84.63690,1150
Ansonville,NC,35.10459,-80.10923,595
Ansted,WV,38.13622,-81.09955,1397
Antelope,CA,38.70824,-121.32995,45770
Antelope,SD,43.30306,-100.62930,826
Antelope Valley-Crestview,WY,44.22488,-105.47409,1658
Anthem,AZ,33.86726,-112.14682,21700
Anthon,IA,42.38832,-95.86668,569
Anthony,KS,37.15336,-98.03117,2230
Anthony,NM,32.00399,-106.60583,9293
Anthony,TX,31.99927,-106.60555,5517
Antigo,WI,45.14025,-89.15234,7869
Antioch,CA,38.00492,-121.80579,110542
Antioch,IL,42.47724,-88.09564,14329
Antioch,TN,35.78979,-88.97423,0
Antiocheia,CA,38.00492,-121.80579,110542
Antiohio,CA,38.00492,-121.80579,110542
Antiok,CA,38.00492,-121.80579,110542
Antioka,CA,38.00492,-121.80579,110542
Antiokas,CA,38.00492,-121.80579,110542
Antlers,OK,34.23121,-95.62025,2354
Anton,TX,33.81120,-102.16379,1128
Antonito,CO,37.07918,-106.00863,759
Antrim,NH,43.03091,-71.93897,1397
Antwerp,NY,44.19923,-75.60688,685
Antwerp,OH,41.18144,-84.74051,1692
Anza,CA,33.55503,-116.67363,3014
Apache,OK,34.89368,-98.36589,1430
Apache Junction,AZ,33.41505,-111.54958,38074
Apalache Old Fields,FL,30.43826,-84.28073,201731
Apalachicola,FL,29.72600,-84.98560,2281
Apalachin,NY,42.06952,-76.15465,1131
Apex,CA,33.11921,-117.08642,151038
Apex,NC,35.73265,-78.85029,45585
Apison,TN,35.02396,-85.02384,2469
